T,probe_id,benchmark,endpoint_hidden_norm,trajectory_divergence_from_T1,predicted_answer,parsed_answer_match,kl_divergence,js_divergence,mean_velocity_norm
1,arc_39,arc_easy,2.0783329010009766,0.0,A,False,0.20075504602114747,0.05577989349719693,0.0
1,mmlu_0,mmlu_pro,2.2047464847564697,0.0,A,False,0.1859168381126537,0.040725779462643046,0.0
1,mmlu_1,mmlu_pro,2.1355748176574707,0.0,B,False,0.11995005938203798,0.022584757738049095,0.0
1,mmlu_10,mmlu_pro,2.229069948196411,0.0,A,False,0.3272743098315918,0.07024843367875942,0.0
1,mmlu_11,mmlu_pro,2.098816156387329,0.0,A,False,0.5898234628726123,0.1346284981899524,0.0
1,mmlu_12,mmlu_pro,1.9736347198486328,0.0,A,False,0.10523846609464914,0.018833500151055053,0.0
1,mmlu_13,mmlu_pro,2.1181845664978027,0.0,A,False,0.16222963682539082,0.04341585854730731,0.0
1,mmlu_14,mmlu_pro,2.1220285892486572,0.0,B,False,0.29181632703462224,0.05885332976403809,0.0
1,mmlu_15,mmlu_pro,2.138760805130005,0.0,A,False,0.09984206943971236,0.019279273913142853,0.0
1,mmlu_16,mmlu_pro,2.1312756538391113,0.0,A,False,0.11296641295912564,0.023409966466821787,0.0
1,mmlu_17,mmlu_pro,2.1462981700897217,0.0,B,False,0.10416575112240158,0.023161371714742925,0.0
1,mmlu_18,mmlu_pro,1.9877957105636597,0.0,A,False,0.2708227280052136,0.0633281167471422,0.0
1,mmlu_19,mmlu_pro,2.062354803085327,0.0,B,False,0.31718040614945925,0.06748298632985754,0.0
1,mmlu_2,mmlu_pro,1.9973769187927246,0.0,A,False,0.26551330890636676,0.05763471637180438,0.0
1,mmlu_3,mmlu_pro,2.005228281021118,0.0,A,False,0.13278518196581865,0.02675027873311668,0.0
1,mmlu_4,mmlu_pro,2.0192222595214844,0.0,A,False,0.06172672189372909,0.01436718084730474,0.0
1,mmlu_5,mmlu_pro,1.9723196029663086,0.0,A,False,0.13477619505084246,0.027685444650237912,0.0
1,mmlu_6,mmlu_pro,2.1507253646850586,0.0,A,False,0.19691783979516816,0.0506256738149392,0.0
1,mmlu_7,mmlu_pro,2.086778402328491,0.0,B,False,0.10499587623510512,0.02554542166563028,0.0
1,mmlu_8,mmlu_pro,2.165264129638672,0.0,B,False,0.06206700347309151,0.01473927575348703,0.0
1,mmlu_9,mmlu_pro,2.1526217460632324,0.0,A,False,0.2355003779067825,0.0448061914773493,0.0
2,arc_20,arc_easy,2.0744872093200684,0.06857442110776901,D,False,0.6319422114104436,0.13598941601234554,0.4508371651172638
2,arc_21,arc_easy,2.0347189903259277,0.06829212605953217,A,False,0.007970574610316692,0.0019806311771794795,0.45851778984069824
2,arc_22,arc_easy,2.0614354610443115,0.06692411005496979,A,False,0.2678969405696956,0.07276311009843082,0.436748206615448
2,arc_23,arc_easy,2.0715653896331787,0.06760851293802261,B,False,0.6861817197595114,0.18613104813797232,0.44992461800575256
2,arc_24,arc_easy,2.0665295124053955,0.06876416504383087,B,False,0.8610928748002501,0.16743543391042998,0.46074771881103516
2,arc_25,arc_easy,2.0850789546966553,0.06763151288032532,A,False,0.36205240277486994,0.09587303660236844,0.44371095299720764
2,arc_26,arc_easy,2.0680863857269287,0.06660281866788864,A,False,0.012239725455002518,0.0032626130945452745,0.44469153881073
2,arc_27,arc_easy,2.0614206790924072,0.06778661161661148,A,False,0.20269341933632526,0.05133062735262414,0.4523780643939972
2,arc_28,arc_easy,2.031813859939575,0.06530153006315231,B,True,0.3043425290911011,0.06666520198869887,0.42680060863494873
2,arc_29,arc_easy,2.044079303741455,0.06865132600069046,A,False,0.05950531313651094,0.012671159695048579,0.4625507593154907
2,arc_30,arc_easy,2.003235340118408,0.06483116745948792,B,False,2.039591694951657,0.35421703707624386,0.44229140877723694
2,arc_31,arc_easy,2.0460283756256104,0.06712455302476883,A,False,0.030110466131886664,0.008215904716134278,0.44115784764289856
2,arc_32,arc_easy,2.0879123210906982,0.06589862704277039,B,False,0.48928884524632266,0.10906186052307387,0.4334341883659363
2,arc_33,arc_easy,2.0546998977661133,0.06723818182945251,B,False,0.18353267230022813,0.042315318138066604,0.4500548243522644
2,arc_34,arc_easy,2.0657472610473633,0.06874052435159683,A,False,0.9289617448985363,0.18003206956657664,0.46033206582069397
2,arc_35,arc_easy,2.074158191680908,0.06959021836519241,B,False,0.012031371703833161,0.003126228566112098,0.46398428082466125
2,arc_36,arc_easy,2.0977327823638916,0.06872475147247314,B,False,0.25090502227033984,0.05937897425569999,0.4626327455043793
2,arc_37,arc_easy,2.02323055267334,0.06830555200576782,B,False,0.453863923597118,0.09653317544225834,0.45939400792121887
2,arc_38,arc_easy,2.0263330936431885,0.06709539145231247,B,False,0.027001050826687387,0.007163289955300798,0.450486421585083
2,arc_39,arc_easy,2.0704774856567383,0.06788400560617447,A,False,0.2033158505100504,0.05656547833969393,0.4539937376976013
2,mmlu_0,mmlu_pro,2.1956350803375244,0.0695251002907753,A,False,0.18239699062983047,0.039449502931106196,0.4320276081562042
2,mmlu_1,mmlu_pro,2.1246700286865234,0.0719534307718277,B,False,0.12644269842332792,0.02342433503392643,0.4514731168746948
2,mmlu_10,mmlu_pro,2.2201333045959473,0.07038673013448715,A,False,0.33714964239689876,0.07146636147846608,0.4265209436416626
2,mmlu_11,mmlu_pro,2.0892646312713623,0.06825324147939682,A,False,0.5787006357997432,0.1304216692607189,0.4374467730522156
2,mmlu_12,mmlu_pro,1.966282606124878,0.06185213103890419,A,False,0.12545533881106816,0.021802499341713175,0.38294529914855957
2,mmlu_13,mmlu_pro,2.109020233154297,0.06866641342639923,B,False,0.16452176828831763,0.04359629296162901,0.44886061549186707
2,mmlu_14,mmlu_pro,2.1124064922332764,0.06826582551002502,B,False,0.31819689485187586,0.06178432708834414,0.42942729592323303
2,mmlu_15,mmlu_pro,2.1286637783050537,0.07056701183319092,A,False,0.11535507199352814,0.021686227774345826,0.45559900999069214
2,mmlu_16,mmlu_pro,2.1231319904327393,0.06727994978427887,A,False,0.1370574296801701,0.027791680218145903,0.4333040714263916
2,mmlu_17,mmlu_pro,2.1378815174102783,0.06781168282032013,B,False,0.11659220450728323,0.02599840704544171,0.4024054706096649
2,mmlu_18,mmlu_pro,1.9805275201797485,0.06229286268353462,A,False,0.2611801315166163,0.059188300360054055,0.3888421654701233
2,mmlu_19,mmlu_pro,2.0537359714508057,0.06585194170475006,B,False,0.31786041346515104,0.06752214540148707,0.4143650233745575
2,mmlu_2,mmlu_pro,1.990252137184143,0.06276290118694305,A,False,0.28305693294406936,0.06001299630229533,0.3865149915218353
2,mmlu_3,mmlu_pro,1.9979538917541504,0.06319667398929596,A,False,0.1480060813373513,0.028577766694456268,0.4052457809448242
2,mmlu_4,mmlu_pro,2.0132510662078857,0.06086360290646553,A,False,0.06915698736207797,0.015713815670615028,0.3762184977531433
2,mmlu_5,mmlu_pro,1.9660725593566895,0.060380127280950546,A,False,0.14108059930580924,0.027813141071242446,0.36939260363578796
2,mmlu_6,mmlu_pro,2.141083002090454,0.06986458599567413,A,False,0.18328069292030455,0.04703240597469682,0.4490009844303131
2,mmlu_7,mmlu_pro,2.0781538486480713,0.06418363749980927,B,False,0.10367593422794864,0.02472306934703523,0.42017999291419983
2,mmlu_8,mmlu_pro,2.156122922897339,0.06916175782680511,B,False,0.08129817263322099,0.01872101675273545,0.431009441614151
2,mmlu_9,mmlu_pro,2.1456642150878906,0.06742841005325317,A,False,0.2615212120369223,0.04851270381462885,0.40685006976127625
8,arc_20,arc_easy,2.0713539123535156,0.1135108470916748,D,False,0.5987787245604284,0.12887691895137435,0.7911102250218391
8,arc_21,arc_easy,2.031489372253418,0.11320985108613968,A,False,0.006652393037953475,0.0016519944086787661,0.8045720905065536
8,arc_22,arc_easy,2.0578765869140625,0.11074607074260712,A,False,0.25717981492299125,0.0699810896623924,0.766565628349781
8,arc_23,arc_easy,2.068324089050293,0.11194145679473877,B,False,0.6921455446687123,0.18593353081529224,0.7898214235901833
8,arc_24,arc_easy,2.0633552074432373,0.1140611320734024,B,False,0.8644902484852027,0.16992792447000415,0.8086016029119492
8,arc_25,arc_easy,2.0816330909729004,0.1118321642279625,A,False,0.35670855472780566,0.09485343202942484,0.7789138108491898
8,arc_26,arc_easy,2.0648155212402344,0.11040080338716507,A,False,0.015786365848212778,0.004221332514253657,0.780488595366478
8,arc_27,arc_easy,2.0578043460845947,0.11225884407758713,A,False,0.22736331670350024,0.05734692641046566,0.7939488291740417
8,arc_28,arc_easy,2.0288734436035156,0.10830151289701462,B,True,0.29208133533965436,0.06341660856646938,0.7492619082331657
8,arc_29,arc_easy,2.0407679080963135,0.11386683583259583,A,False,0.05456740905447418,0.01174542858461814,0.8118673712015152
8,arc_30,arc_easy,2.00036358833313,0.10792987048625946,B,False,2.0505753933149453,0.3555923317429668,0.7761972695589066
8,arc_31,arc_easy,2.0421581268310547,0.11137021332979202,A,False,0.028775854925504503,0.007805185150553005,0.7743259370326996
8,arc_32,arc_easy,2.0847647190093994,0.10929545015096664,A,False,0.46027965262582454,0.10324018540098955,0.7607939541339874
8,arc_33,arc_easy,2.051375150680542,0.11158537864685059,B,False,0.17182735045224157,0.03966546228599466,0.7898777052760124
8,arc_34,arc_easy,2.0623137950897217,0.11399674415588379,A,False,0.930295540320059,0.18055186059335704,0.8079822137951851
8,arc_35,arc_easy,2.0702903270721436,0.11521521955728531,B,False,0.009066637192870902,0.0023198551173774433,0.814570814371109
8,arc_36,arc_easy,2.094327449798584,0.1138734221458435,B,False,0.25045425702390506,0.05916362910469396,0.8117897063493729
8,arc_37,arc_easy,2.0199761390686035,0.11334189027547836,B,False,0.4767691548802728,0.1012543278340583,0.8063623085618019
8,arc_38,arc_easy,2.0229713916778564,0.1113242357969284,B,False,0.02767836101760637,0.00734398976427241,0.7906278073787689
8,arc_39,arc_easy,2.0666091442108154,0.11248371005058289,A,False,0.20540990889811916,0.05719816889043172,0.7967914491891861
8,mmlu_0,mmlu_pro,2.191089153289795,0.11446281522512436,A,False,0.1796555687907915,0.03840936467356293,0.7590801939368248
8,mmlu_1,mmlu_pro,2.119041681289673,0.1186758354306221,B,False,0.1324632223413549,0.024250699753728032,0.7931113988161087
8,mmlu_10,mmlu_pro,2.2155468463897705,0.11559218913316727,A,False,0.3430004889342137,0.07201845650292349,0.7489068508148193
8,mmlu_11,mmlu_pro,2.084437131881714,0.11273597925901413,A,False,0.5731575459813313,0.12808963076371976,0.7683530002832413
8,mmlu_12,mmlu_pro,1.9627937078475952,0.10259445756673813,A,False,0.13950142114436823,0.023639207143677555,0.6730192750692368
8,mmlu_13,mmlu_pro,2.1042776107788086,0.11374117434024811,B,False,0.16509995072993114,0.04345923700297804,0.7882072329521179
8,mmlu_14,mmlu_pro,2.1074373722076416,0.11291284114122391,B,False,0.3373585318075727,0.06382855784262077,0.7542624175548553
8,mmlu_15,mmlu_pro,2.123312473297119,0.11678624153137207,A,False,0.12826138219763192,0.023651984493825447,0.7999927923083305
8,mmlu_16,mmlu_pro,2.119023561477661,0.11125174909830093,A,False,0.15543067951244183,0.031091926968324052,0.7607542723417282
8,mmlu_17,mmlu_pro,2.1335747241973877,0.11151029169559479,B,False,0.12297230807863774,0.027421248495199536,0.7067247107625008
8,mmlu_18,mmlu_pro,1.9770432710647583,0.10311295092105865,A,False,0.2582831366794614,0.05710796510458763,0.6832761168479919
8,mmlu_19,mmlu_pro,2.0493860244750977,0.10915045440196991,B,False,0.318876550799855,0.06760692319007172,0.7280248999595642
8,mmlu_2,mmlu_pro,1.9868736267089844,0.10381894558668137,A,False,0.2950481802679679,0.061508372835662434,0.6791462153196335
8,mmlu_3,mmlu_pro,1.994476318359375,0.10492866486310959,A,False,0.16072216454676852,0.029983321196587826,0.7117625325918198
8,mmlu_4,mmlu_pro,2.010413408279419,0.10116182267665863,A,False,0.07587648055917394,0.01689963429285011,0.6607400998473167
8,mmlu_5,mmlu_pro,1.963165521621704,0.10025139153003693,A,False,0.14852479661527812,0.028478758877455865,0.6491226255893707
8,mmlu_6,mmlu_pro,2.1361279487609863,0.11561375111341476,A,False,0.17382803624799434,0.04457516813081652,0.7884957864880562
8,mmlu_7,mmlu_pro,2.073732852935791,0.10645945370197296,B,False,0.10574468806467346,0.0248699367575839,0.737896740436554
8,mmlu_8,mmlu_pro,2.1515510082244873,0.1140785813331604,B,False,0.09565547489329579,0.02158423550667602,0.757195346057415
8,mmlu_9,mmlu_pro,2.142322063446045,0.1110798716545105,A,False,0.2793274444844958,0.05092744247712119,0.7144141867756844
64,arc_20,arc_easy,2.070676803588867,0.12589289247989655,D,False,0.5918393690661612,0.1274022237779586,0.8906849017366767
64,arc_21,arc_easy,2.030794858932495,0.1256074458360672,A,False,0.0062680675723055775,0.0015558677508311033,0.9058408895507455
64,arc_22,arc_easy,2.0570929050445557,0.12282483279705048,A,False,0.25397154641049374,0.06913948589705608,0.8631070386618376
64,arc_23,arc_easy,2.0676217079162598,0.12417393922805786,B,False,0.6936353824813882,0.1857322667133785,0.8893163595348597
64,arc_24,arc_easy,2.0626704692840576,0.12656550109386444,A,False,0.8658584671841699,0.17075592793955802,0.9104026537388563
64,arc_25,arc_easy,2.0808703899383545,0.12401121854782104,A,False,0.355172784012694,0.09454201190138918,0.8770363945513964
64,arc_26,arc_easy,2.0640978813171387,0.12249813973903656,A,False,0.016819729283635638,0.004501972012986711,0.8787674596533179
64,arc_27,arc_easy,2.0569989681243896,0.12452399730682373,A,False,0.23407911901564868,0.05897867258644725,0.8939180774614215
64,arc_28,arc_easy,2.0282506942749023,0.12018445879220963,B,True,0.28974911041261586,0.06271771168282339,0.8436679057776928
64,arc_29,arc_easy,2.0400524139404297,0.12635166943073273,A,False,0.05334843649166529,0.011503303520568076,0.9141067257151008
64,arc_30,arc_easy,1.999755859375,0.11988607048988342,B,False,2.052117575789167,0.3557247631812944,0.8739117197692394
64,arc_31,arc_easy,2.0412771701812744,0.12360117584466934,A,False,0.02835465356533684,0.00767512476637084,0.8718409379944205
64,arc_32,arc_easy,2.0840611457824707,0.12129000574350357,A,False,0.45157052108853685,0.10142174736218712,0.8566068401560187
64,arc_33,arc_easy,2.050657033920288,0.12384293228387833,B,False,0.1689070623515699,0.03900712636139722,0.8893366772681475
64,arc_34,arc_easy,2.06156587600708,0.12648576498031616,A,False,0.9323236349731754,0.18102092086879412,0.9097400922328234
64,arc_35,arc_easy,2.069430112838745,0.12778709828853607,B,False,0.009006764686551209,0.002284793845771309,0.9172078315168619
64,arc_36,arc_easy,2.0935781002044678,0.12633410096168518,B,False,0.2509644367795971,0.059241652322865566,0.9139619069173932
64,arc_37,arc_easy,2.019284725189209,0.12578637897968292,B,False,0.48277110345693325,0.10249135127244186,0.9079205431044102
64,arc_38,arc_easy,2.0222418308258057,0.12354560196399689,B,False,0.02785905324098145,0.007391271418826654,0.8901804070919752
64,arc_39,arc_easy,2.0657339096069336,0.12479813396930695,A,False,0.2060953989006857,0.05740223565880998,0.897116987966001
64,mmlu_0,mmlu_pro,2.190045118331909,0.126778706908226,A,False,0.17888036550282452,0.03811435263247123,0.8549002818763256
64,mmlu_1,mmlu_pro,2.117718458175659,0.13149487972259521,B,False,0.13440292670053897,0.024521160004779528,0.8932006219401956
64,mmlu_10,mmlu_pro,2.214468002319336,0.12795157730579376,A,False,0.34456563238686444,0.07216298561202346,0.8433091519400477
64,mmlu_11,mmlu_pro,2.083322525024414,0.12496194243431091,A,False,0.5718138627423571,0.12750187094805177,0.865281012840569
64,mmlu_12,mmlu_pro,1.9620296955108643,0.11386308073997498,A,False,0.1433637410108645,0.02411363203103431,0.7580268951132894
64,mmlu_13,mmlu_pro,2.1031670570373535,0.12615817785263062,B,False,0.16517983403863823,0.0434020029973141,0.8875828236341476
64,mmlu_14,mmlu_pro,2.106266736984253,0.12519896030426025,B,False,0.3428945177698646,0.06441668795222957,0.8494078703224659
64,mmlu_15,mmlu_pro,2.1220362186431885,0.1295040398836136,A,False,0.13204568037751888,0.02422606484764178,0.900840942747891
64,mmlu_16,mmlu_pro,2.1180737018585205,0.12336130440235138,A,False,0.16071368517428417,0.032039727671189226,0.856624630279839
64,mmlu_17,mmlu_pro,2.1325645446777344,0.12348070740699768,B,False,0.12446984964720467,0.027752235715948217,0.7958545992150903
64,mmlu_18,mmlu_pro,1.97626793384552,0.11437726020812988,A,False,0.2579117952254838,0.056623561506423184,0.7695449478924274
64,mmlu_19,mmlu_pro,2.0483827590942383,0.12110103666782379,B,False,0.31911802483455537,0.06762544805251976,0.8199176480993629
64,mmlu_2,mmlu_pro,1.9861295223236084,0.11514272540807724,A,False,0.298278849573592,0.06190580504837883,0.7648838348686695
64,mmlu_3,mmlu_pro,1.9937129020690918,0.11647729575634003,A,False,0.16445299087511514,0.030375126058763087,0.8015369959175587
64,mmlu_4,mmlu_pro,2.009793281555176,0.11232957243919373,A,False,0.07788450473678664,0.01724989442034163,0.7440619384869933
64,mmlu_5,mmlu_pro,1.9625399112701416,0.11129553616046906,A,False,0.15092409492723188,0.028728363951928463,0.7310900678858161
64,mmlu_6,mmlu_pro,2.13496732711792,0.12820479273796082,A,False,0.17130213422354643,0.043923672389862535,0.8879168815910816
64,mmlu_7,mmlu_pro,2.072701930999756,0.1181420087814331,B,False,0.10664570158889022,0.024983118377696616,0.8309396244585514
64,mmlu_8,mmlu_pro,2.150493621826172,0.12641362845897675,B,False,0.09976143541445204,0.022394364321146998,0.8527467744424939
64,mmlu_9,mmlu_pro,2.1415748596191406,0.12305886298418045,A,False,0.28442803723651994,0.051609181312249994,0.8044712878763676
